,streams (int),speechiness_%,instrumentalness_%,liveness_%,acousticness_%,energy_%,valence_%,danceability_%,bpm,in_spotify_charts,in_spotify_playlists,artist_count,artist(s)_name,mode
710,299648208.0,4,0,7,40,44,86,55,189,11,695,1,['Eden Mu��'],Major
711,182978249.0,4,0,7,49,64,55,72,85,0,328,1,['Treasure'],Major
712,319757142.0,3,0,34,44,45,73,59,140,16,866,1,['Christian Nodal'],Major
713,109091573.0,20,0,17,6,70,68,77,81,0,1550,2,"['Kevin Gates', 'Juicy J']",Major
714,153240879.0,4,0,9,2,65,24,80,104,0,1729,2,"['Tyga', 'Doja Cat']",Minor
715,346127840.0,6,0,8,62,44,33,42,129,0,2005,1,['JVKE'],Major
716,312622938.0,4,0,25,20,80,81,76,94,0,1188,1,['Bad Bunny'],Minor
717,2197010679.0,5,0,30,27,40,23,41,71,3,40112,1,['Queen'],Minor
718,1200808494.0,6,0,15,66,46,23,59,146,0,3659,1,['XXXTENTACION'],Minor
719,797196073.0,8,0,29,5,88,90,69,103,0,9833,1,['Dua Lipa'],Minor
720,1970673297.0,5,0,16,0,78,66,53,124,34,50887,1,['Avicii'],Major
721,665765558.0,13,0,7,24,58,71,70,164,0,3257,1,['Olivia Rodrigo'],Minor
722,263779030.0,9,0,10,12,57,35,69,138,0,1473,1,['YEAT'],Major
723,339473453.0,39,0,10,13,46,37,67,126,0,2226,1,['C. Tangana'],Minor
724,2204080728.0,4,0,17,3,65,47,61,103,21,23375,2,"['The Chainsmokers', 'Coldplay']",Minor
725,2591224264.0,3,0,11,41,52,64,75,95,0,28032,2,"['The Chainsmokers', 'Halsey']",Major
726,135444283.0,29,0,6,4,77,28,39,200,0,290,1,['NMIXX'],Minor
727,1457139296.0,4,0,10,54,52,75,86,129,0,42798,2,"['Gotye', 'Kimbra']",Major
728,236872197.0,14,0,36,38,43,33,68,98,0,2605,2,"['AnnenMayKantereit', 'Giant Rooks']",Minor
729,694525298.0,10,0,11,3,56,32,91,107,0,8737,1,['Jack Harlow'],Major
730,240661097.0,4,0,7,5,83,56,58,174,0,1105,1,['Paulo Londra'],Major
731,421365166.0,14,0,13,32,67,27,45,92,21,2499,1,['Danny Ocean'],Major
732,349746291.0,5,0,11,9,83,59,81,90,1,2697,2,"['Daddy Yankee', 'Bad Bunny']",Major
733,255120451.0,4,0,58,2,69,58,60,147,0,2092,1,['Shawn Mendes'],Major
734,190981339.0,12,0,10,16,55,41,68,143,0,1185,1,['Lil Tjay'],Major
735,924193303.0,3,0,10,3,71,63,76,101,0,11985,1,['Willow'],Minor
736,305771063.0,4,0,33,0,71,54,70,118,8,753,1,['IVE'],Minor
737,273005485.0,6,0,16,14,74,63,83,98,0,2995,3,"['Feid', 'Alejo', 'Robi']",Minor
738,89566512.0,6,0,9,24,46,22,72,138,0,225,1,['Paulo Londra'],Minor
739,677389855.0,4,0,8,1,62,30,59,114,0,9243,1,['Demi Lovato'],Minor
740,75476209.0,8,0,9,34,64,45,63,180,0,918,2,"['Camila Cabello', 'Willow']",Minor
741,408843328.0,3,0,13,1,57,41,56,145,9,1959,1,['Troye Sivan'],Major
742,187772591.0,4,0,7,1,64,63,78,115,4,540,3,"['Matu��', 'Wiu', '']",Minor
743,178512385.0,23,0,21,13,84,48,79,82,0,859,3,"['De La Ghetto', 'Duki', 'Quevedo']",Major
744,101780047.0,34,0,10,2,61,22,70,166,0,1116,1,['Lil Baby'],Major
745,118381354.0,16,0,60,29,79,91,86,92,2,273,3,"['Ak4:20', 'Cris Mj', 'Pailita']",Major
746,146363130.0,6,0,11,74,44,55,71,108,2,686,1,['Charlie Puth'],Major
747,126443991.0,3,0,11,45,45,63,71,84,0,226,1,['Yahritza Y Su Esencia'],Minor
748,157990698.0,4,0,35,6,91,90,69,95,0,1264,1,['Daddy Yankee'],Minor
749,176290831.0,27,0,13,25,45,77,93,135,0,870,4,"['Lu��sa Sonza', 'MC Frog', 'Dj Gabriel do Borel', 'Davi K']",Minor
750,1023187129.0,3,0,9,84,27,6,57,110,0,7556,1,['Harry Styles'],Major
751,106933107.0,7,0,19,5,64,59,89,88,0,1370,2,"['Ed Sheeran', 'J Balvin']",Major
752,139193812.0,10,0,10,12,50,28,87,119,2,315,1,['teto'],Minor
753,212234990.0,41,0,7,15,80,71,58,120,0,651,1,['Stray Kids'],Major
754,1714490998.0,6,0,9,36,80,97,86,122,0,12382,1,['Shawn Mendes'],Major
755,197643795.0,8,0,27,41,75,83,78,98,0,625,2,"['Blackbear', 'BoyWithUke']",Major
756,807015863.0,6,0,13,21,84,25,45,140,1,8429,1,['Harry Styles'],Minor
757,933815613.0,4,0,10,4,81,87,79,116,0,52898,3,"['Pharrell Williams', 'Nile Rodgers', 'Daft Punk']",Minor
758,499710590.0,21,0,35,51,49,62,86,124,0,3436,1,['Doja Cat'],Major
759,120847157.0,15,0,9,13,72,73,91,105,0,918,6,"['Jordan Fisher', 'Josh Levi', ""Finneas O'Connell"", '4*TOWN (From Disney and Pixar���s Turning Red)', 'Topher Ngo', 'Grayson Vill']",Minor
760,53909146.0,3,0,6,44,58,24,68,118,0,181,1,['BIGBANG'],Major
761,2236667932.0,5,0,10,61,38,20,61,108,3,18778,1,['Ed Sheeran'],Major
762,2123309722.0,44,0,28,84,38,53,61,100,5,22730,1,['Justin Bieber'],Major
763,301242089.0,14,0,12,38,66,39,81,140,0,5542,1,['Kendrick Lamar'],Minor
764,723894473.0,7,0,34,10,74,72,84,109,0,9021,1,['Lizzo'],Minor
765,237351106.0,27,0,17,36,74,40,78,101,0,4627,3,"['Kendrick Lamar', 'Blxst', 'Amanda Reifer']",Minor
766,461558540.0,31,0,18,36,90,61,56,78,0,2229,1,['Bad Bunny'],Major
767,417230415.0,5,0,12,31,55,22,79,93,6,1112,1,['Bad Bunny'],Minor
768,156898322.0,43,0,17,24,83,32,52,87,0,2575,1,['Kendrick Lamar'],Major
769,127309180.0,35,0,11,19,78,50,55,153,0,3107,2,"['Kendrick Lamar', 'Sampha']",Minor
770,313113297.0,5,0,17,28,59,93,87,142,0,1179,1,['Bad Bunny'],Major
771,173702135.0,21,0,12,39,43,41,85,96,0,3486,1,['Kendrick Lamar'],Minor
772,271666301.0,33,0,11,4,78,39,50,125,0,2942,2,"['Post Malone', 'Roddy Ricch']",Major
773,305650299.0,5,0,9,23,65,43,71,85,0,1443,1,['Bad Bunny'],Major
774,123216717.0,9,0,14,46,57,78,92,140,0,3028,2,"['Kendrick Lamar', 'Kodak Black']",Minor
775,479655659.0,20,0,22,23,79,58,66,196,8,1796,2,"['Tony Dize', 'Bad Bunny']",Minor
776,126191104.0,9,0,14,69,43,51,78,134,0,2729,1,['Kendrick Lamar'],Major
777,344055883.0,38,0,10,76,62,45,80,103,0,1195,2,"['Buscabulla', 'Bad Bunny']",Minor
778,338422004.0,5,0,13,12,67,50,82,130,3,892,1,['Bad Bunny'],Major
779,68895644.0,36,0,8,31,69,52,65,108,0,1635,2,"['Kendrick Lamar', 'Taylour Paige']",Major
780,86176890.0,46,0,32,53,71,66,61,123,0,2291,3,"['Kendrick Lamar', 'Sam Dew', 'Baby Keem']",Major
781,403231558.0,6,0,18,21,69,74,84,152,28,1029,1,['Bad Bunny'],Major
782,319546754.0,4,0,7,59,60,55,78,108,7,1681,2,"['Bad Bunny', 'The Mar��']",Major
783,61739839.0,36,0,8,76,47,56,56,72,0,1480,1,['Kendrick Lamar'],Minor
784,283359161.0,7,0,35,42,65,67,86,121,0,829,1,['Bad Bunny'],Minor
785,76831876.0,29,0,15,19,82,71,57,138,0,2308,3,"['Kendrick Lamar', 'Ghostface Killah', 'Summer Walker']",Minor
786,283332261.0,6,0,12,69,50,41,50,188,1,1004,1,['Bad Bunny'],Minor
787,307752576.0,21,0,11,23,85,26,80,110,0,1367,2,"['Polima WestCoast', 'Pailita']",Major
788,279737940.0,8,0,47,19,79,77,81,105,3,1112,1,['Bad Bunny'],Major
789,212351890.0,31,0,9,5,70,60,63,118,0,1209,1,['Bad Bunny'],Major
790,1304313953.0,31,0,24,60,62,24,61,176,15,9539,2,"['Bad Bunny', 'Tainy']",Major
791,150500965.0,8,10,11,0,65,41,83,158,0,1992,1,['Jack Harlow'],Major
792,246127838.0,12,0,49,9,58,72,85,115,0,897,1,['Bad Bunny'],Minor
793,582863434.0,3,0,5,0,82,48,51,110,0,2948,1,['Panic! At The Disco'],Minor
794,58687425.0,32,0,34,30,54,26,73,174,0,1860,2,"['Kendrick Lamar', 'Tanna Leone']",Major
795,212109195.0,9,0,3,3,96,91,91,130,0,802,2,"['PSY', 'Suga']",Major
796,382199619.0,5,0,14,34,54,30,36,78,8,2224,1,['Benson Boone'],Major
797,41210087.0,9,0,9,88,42,74,44,104,0,1103,1,['Kendrick Lamar'],Major
798,231657891.0,6,0,12,0,88,80,64,121,0,2265,1,['M��ne'],Major
799,53729194.0,4,0,12,14,82,32,83,105,0,555,1,['KALUSH'],Major
800,244741137.0,8,0,9,9,66,20,38,81,0,2050,1,['The Kid Laroi'],Major
801,42485571.0,4,0,11,80,24,14,37,170,0,1493,1,['Kendrick Lamar'],Minor
802,37778188.0,38,1,48,76,38,60,43,78,0,1545,1,['Kendrick Lamar'],Major
803,254218729.0,31,0,13,6,66,28,88,125,0,2350,1,['Future'],Major
804,53603447.0,7,0,8,23,65,29,66,92,0,1929,1,['Kendrick Lamar'],Minor
805,160035717.0,9,0,9,31,42,61,84,140,4,710,1,['Luciano'],Minor
806,164163229.0,9,0,10,25,90,32,61,96,0,928,2,"['Bizarrap', 'Paulo Londra']",Major
807,37091576.0,19,0,19,84,43,83,66,118,0,1194,1,['Kendrick Lamar'],Minor
808,284249832.0,4,0,6,7,60,67,71,92,6,349,2,"['Shae Gill', 'Ali Sethi']",Minor
809,33381454.0,35,0,11,87,37,50,49,140,0,1890,2,"['Kendrick Lamar', 'Beth Gibbons']",Minor
810,184622518.0,25,0,11,18,71,45,68,174,2,1308,2,"['Sech', 'Mora']",Major
811,300983101.0,4,0,29,19,78,53,77,127,0,4531,2,"['MNEK', 'Jax Jones']",Major
812,121077868.0,36,0,11,62,52,37,71,96,0,1657,2,"['Ugly Dray', 'Tesla Jnr']",Major
813,106919680.0,6,0,11,13,66,82,82,150,0,1351,2,"['Justin Bieber', 'Don Toliver']",Minor
814,136996305.0,16,0,13,1,60,46,87,100,0,608,1,['Jessi'],Major
815,65719930.0,6,0,9,13,81,59,73,105,0,1211,1,['Chanel'],Minor
816,229497852.0,14,0,13,5,62,43,86,104,0,629,1,['LE SSERAFIM'],Major
817,185550869.0,5,0,17,1,79,45,54,154,0,1301,1,['Leah Kate'],Major
818,54682594.0,5,0,10,18,83,33,47,80,0,1329,1,['Sam Ryder'],Major
819,240580042.0,3,0,13,64,43,14,53,150,2,343,2,"['HA SUNG WOON', 'Jimin']",Major
820,1284942608.0,4,0,9,0,72,49,32,156,9,13101,1,['The Goo Goo Dolls'],Minor
821,71423324.0,34,0,6,18,81,79,76,98,0,2939,1,['Kendrick Lamar'],Minor
822,244891912.0,3,0,9,86,36,27,58,92,1,407,1,['Kevin Kaarl'],Major
823,132171975.0,4,0,7,32,50,7,47,144,0,1492,1,['Taylor Swift'],Major
824,184706613.0,3,0,13,8,56,27,37,150,0,2264,1,['Suki Waterhouse'],Major
825,184826429.0,39,0,9,84,44,31,70,138,0,801,1,['Lauren Spencer Smith'],Major
826,302006641.0,19,0,33,4,89,68,56,172,0,829,1,['BTS'],Major
827,330881149.0,17,0,4,2,82,70,72,77,0,736,1,['BTS'],Major
828,334733572.0,4,6,11,26,72,36,72,107,1,4449,1,['Harry Styles'],Major
829,366214458.0,4,0,10,90,29,39,51,114,3,3218,1,['Harry Styles'],Major
830,114546317.0,4,0,25,43,51,29,63,117,0,327,1,['BTS'],Major
831,290833204.0,4,0,18,48,45,63,69,146,0,2775,1,['Harry Styles'],Major
832,448500832.0,26,0,14,8,60,74,80,160,0,4576,1,['Doja Cat'],Minor
833,136676504.0,6,0,8,1,56,15,88,120,0,2313,3,"['Pharrell Williams', 'Tyler - The Creator', '21 Savage']",Major
834,190625045.0,5,0,8,16,70,76,82,100,0,3983,3,"['Calvin Harris', 'Dua Lipa', 'Young Thug']",Minor
835,79095270.0,11,0,24,4,84,68,60,158,0,279,1,['BTS'],Minor
836,273194684.0,4,0,10,72,54,40,56,142,0,2302,1,['Harry Styles'],Major
837,333146475.0,14,0,17,11,85,77,80,170,3,3559,4,"['Nengo Flow', 'Anuel Aa', 'Chris Jedi', 'Chencho Corleone']",Minor
838,194902696.0,25,0,51,2,86,39,71,84,0,2129,2,"['Kanye West', 'XXXTENTACION']",Minor
839,311482393.0,3,0,9,14,46,30,58,139,5,3291,1,['Harry Styles'],Major
840,195918494.0,5,0,32,20,67,88,73,151,0,5328,1,['Musical Youth'],Major
841,248511839.0,6,0,63,6,75,42,82,128,0,1401,2,"['Bizarrap', 'Villano Antillano']",Minor
842,233671263.0,5,0,6,67,54,20,56,118,0,1933,1,['Harry Styles'],Major
843,199587884.0,3,14,20,36,72,88,65,183,0,1986,1,['Harry Styles'],Major
844,91781263.0,4,0,18,4,62,29,63,83,0,1057,1,['Halsey'],Minor
845,383835984.0,14,0,17,6,80,42,85,122,13,5115,2,"['BYOR', 'Imanbek']",Major
846,236060709.0,23,0,18,32,48,90,72,165,1,2094,1,['Harry Styles'],Major
847,189236868.0,4,5,9,35,64,90,83,106,0,2171,1,['Harry Styles'],Minor
848,160845341.0,34,0,11,83,58,68,81,77,0,896,2,"['Sleepy hallow', '347aidan']",Major
849,588955257.0,8,0,33,10,89,30,57,91,0,5148,1,['Paloma Faith'],Major
850,238350348.0,3,0,41,5,63,21,51,148,0,2528,1,['Lady Gaga'],Major
851,187703102.0,3,2,13,31,81,90,71,114,1,1900,1,['Harry Styles'],Minor
852,295307001.0,5,1,10,12,77,63,91,120,2,3879,2,"['Marshmello', 'Khalid']",Minor
853,138334433.0,5,0,9,10,82,56,83,92,0,896,2,"['Ozuna', 'Tiago pzk']",Major
854,445590495.0,3,3,7,1,45,25,56,118,0,8775,1,['Childish Gambino'],Major
855,286739476.0,4,0,16,3,71,46,60,123,0,5290,3,"['David Guetta', 'Ella Henderson', 'Becky Hill']",Minor
856,1122364376.0,3,1,19,54,48,28,52,89,0,10211,1,['Joji'],Major
857,157136970.0,11,0,12,49,93,61,81,110,8,584,1,['Duki'],Minor
858,137070925.0,4,0,11,94,20,32,42,118,0,1517,1,['Harry Styles'],Major
859,183273246.0,20,0,11,21,76,54,68,90,4,246,1,['Sidhu Moose Wala'],Minor
860,184807630.0,3,0,11,82,40,14,49,130,4,220,1,['Keisya Levronka'],Major
861,164856284.0,4,0,10,47,62,97,70,154,0,514,1,['Victor Cibrian'],Minor
862,704171068.0,4,44,20,0,83,59,54,105,0,6080,1,['Metallica'],Minor
863,354614964.0,8,0,26,4,88,87,70,115,0,9724,1,['Beyonc�'],Minor
864,279717388.0,8,0,6,8,82,59,91,110,0,2341,5,"['De La Ghetto', 'Feid', 'Polima WestCoast', 'Paloma Mami', 'Pailita']",Major
865,195628667.0,6,2,15,12,68,5,51,125,0,5263,1,['Drake'],Minor
866,221752937.0,8,0,34,0,75,62,73,102,0,2402,1,['Yung Gravy'],Major
867,263280370.0,4,0,14,4,65,72,81,120,11,795,1,['Lasso'],Minor
868,213505179.0,5,0,3,4,86,36,80,97,0,571,1,['Nayeon'],Major
869,130419412.0,7,0,44,0,92,41,44,140,3,832,2,"['Sch��rze', 'DJ R']",Minor
870,155795783.0,4,0,11,1,72,31,78,97,0,565,1,['j-hope'],Major
871,1553497987.0,5,11,10,9,90,67,45,125,1,41231,1,"[""Guns N' Roses""]",Major
872,293466523.0,9,0,8,13,56,55,80,88,12,4526,1,['Burna Boy'],Minor
873,711366595.0,7,0,45,11,64,52,56,170,0,1818,1,['Rosa Linn'],Major
874,191448892.0,14,0,9,9,49,8,88,137,0,2814,1,['Drake'],Minor
875,85924992.0,23,0,8,0,69,52,88,157,0,1601,3,"['Kanye West', 'Lil Durk', 'Cardi B']",Major
876,176103902.0,25,0,10,54,57,83,95,130,4,894,3,"['L7nnon', 'DJ Biel do Furduncinho', 'Bianca']",Major
877,121189256.0,11,0,8,10,83,80,85,90,0,945,3,"['Anitta', 'Tini', 'Becky G']",Major
878,131746175.0,13,0,12,7,67,44,44,183,0,767,1,['Nessa Barrett'],Minor
879,244790012.0,11,0,27,2,91,68,58,128,5,5898,1,['LF System'],Major
880,129314708.0,45,0,7,46,40,78,71,130,2,685,3,"['Mc Vitin Da Igrejinha', 'MC Tairon', 'DJ Win']",Minor
881,331511413.0,23,0,12,24,43,56,63,126,35,1452,1,['Rels B'],Major
882,219196651.0,12,0,23,2,87,94,77,120,0,1456,3,"['Snoop Dogg', 'BTS', 'Benny Blanco']",Major
883,170732845.0,8,0,28,7,46,18,72,130,0,2107,3,"['Drake', 'DJ Khaled', 'Lil Baby']",Minor
884,273914335.0,45,0,9,30,76,46,70,122,2,1494,1,['Luar La L'],Major
885,179061440.0,8,0,13,15,58,46,74,172,4,1379,1,['Feid'],Minor
886,185236961.0,40,0,23,14,62,38,61,103,4,625,1,['Duki'],Major
887,171788484.0,10,0,17,0,64,46,55,122,0,2688,1,['Beyonc�'],Minor
888,387080183.0,4,0,10,0,90,56,47,130,2,2668,1,['Ghost'],Major
889,264717480.0,4,0,8,24,65,70,81,105,12,799,1,['NewJeans'],Minor
890,244928911.0,6,0,9,39,51,73,90,120,6,1189,1,['Rex Orange County'],Major
891,97610446.0,4,0,12,24,53,43,56,145,0,367,1,['Sofia Carson'],Major
892,287278853.0,14,0,11,28,59,64,79,99,4,527,2,"['Grupo Marca Registrada', 'Junior H']",Minor
893,887906111.0,14,0,25,5,65,66,79,88,34,17504,1,['Kanye West'],Minor
894,123473120.0,4,0,29,28,73,90,81,126,0,3113,4,"['Calvin Harris', 'Halsey', 'Pharrell Williams', 'Justin Timberlake']",Major
895,295152154.0,4,1,13,33,75,71,77,136,5,685,2,"['Peso Pluma', 'Luis R Conriquez']",Major
896,323455692.0,12,0,27,55,59,97,70,113,9,782,2,"['Luis R Conriquez', 'La Adictiva']",Major
897,240918092.0,3,0,21,20,88,49,82,132,0,2442,3,"['David Guetta', 'Shakira', 'Black Eyed Peas']",Major
898,191873381.0,8,0,34,47,74,74,77,135,4,1112,3,"['Melody', 'Ana Castela', 'Dj Chris No Beat']",Major
899,284216603.0,11,0,19,11,77,49,67,126,0,4967,2,"['Elton John', 'Britney Spears']",Major
900,239411309.0,4,0,36,30,74,72,67,102,4,2520,1,['Lewis Capaldi'],Minor
901,265548837.0,12,0,9,10,92,80,68,125,12,767,1,['IVE'],Major
902,703301727.0,5,0,9,14,66,28,37,149,7,19806,1,['Kanye West'],Major
903,244585109.0,5,61,15,24,89,71,74,137,6,5153,2,"['Interplanetary Criminal', 'Eliza Rose']",Major
904,189476119.0,12,0,33,14,91,78,77,120,0,615,1,['TWICE'],Minor
905,277132266.0,26,0,9,11,50,75,90,100,0,2537,1,['Armani White'],Major
906,278920007.0,7,0,15,25,57,58,70,164,30,1647,1,['Feid'],Minor
907,222410722.0,7,0,22,31,66,79,65,93,8,2019,1,['Oxlade'],Minor
908,185392587.0,25,0,6,5,80,52,65,180,12,1473,1,['Feid'],Minor
909,202452860.0,7,63,10,43,31,22,34,79,0,1613,1,['Steve Lacy'],Major
910,1608164312.0,2,0,11,73,44,21,56,146,6,30992,1,['Coldplay'],Major
911,624101957.0,3,5,10,75,27,17,37,103,4,10826,1,['Coldplay'],Major
912,148461629.0,23,0,54,8,76,26,70,140,0,920,1,['YEAT'],Minor
913,47093942.0,7,0,15,13,70,48,81,92,0,308,2,"['Yandel', 'Feid']",Major
914,380319238.0,4,0,19,11,60,4,64,102,0,2468,1,['PnB Rock'],Minor
915,209106362.0,4,1,11,33,85,75,82,118,2,1097,2,"['Ovy On The Drums', 'Quevedo']",Minor
916,53987404.0,6,0,15,6,62,75,78,93,0,330,1,['Feid'],Major
917,115331792.0,5,83,11,14,56,26,70,150,0,1584,1,['Lil Yachty'],Minor
918,225093344.0,3,0,8,0,60,24,52,130,5,1585,1,['M��ne'],Major
919,84697729.0,4,0,51,6,53,24,65,83,0,766,2,"['Marshmello', 'Juice WRLD']",Minor
920,159240673.0,8,0,6,5,75,43,84,102,0,836,4,"['Fran C', 'Polima WestCoast', 'Nickoog Clk', 'Pablito Pesadilla']",Major
921,170709584.0,18,0,48,4,91,65,73,136,6,430,1,['(G)I-DLE'],Minor
922,154356956.0,5,0,19,17,58,24,66,145,0,2020,1,['Southstar'],Major
923,723043854.0,3,18,16,11,37,24,57,130,0,6858,1,['girl in red'],Major
924,247689123.0,11,0,8,9,77,92,72,156,6,3682,1,['Lizzo'],Major
925,176474912.0,4,0,16,5,85,50,57,123,0,1639,1,['Ed Sheeran'],Major
926,235549288.0,10,0,63,7,62,53,92,132,10,452,1,['BLACKPINK'],Major
927,140430339.0,4,0,9,0,74,13,49,125,1,668,2,"['Rosa Walton', 'Hallie Coggins']",Minor
928,85559365.0,46,0,11,0,67,22,74,162,0,991,1,['Lil Baby'],Minor
929,146223492.0,36,0,13,14,81,82,80,138,7,869,3,"['Luciano', 'Aitch', 'B�']",Major
930,187701588.0,44,0,5,12,60,62,59,161,4,648,3,"['MC Ryan SP', 'Love Funk', 'Mc Paiva ZS']",Minor
931,154863153.0,32,0,7,1,55,23,91,131,0,1545,2,"['Drake', '21 Savage']",Minor
932,191333656.0,12,0,35,6,63,45,75,122,0,1930,3,"['Drake', 'Travis Scott', '21 Savage']",Minor
933,253650850.0,39,0,12,17,28,16,80,80,0,1948,1,['Taylor Swift'],Minor
934,223064273.0,17,0,30,20,50,11,75,109,0,1608,1,['Taylor Swift'],Major
935,170413877.0,59,0,39,2,36,33,84,158,0,1338,2,"['Drake', '21 Savage']",Major
936,218320587.0,14,0,9,55,35,12,66,126,0,1936,1,['Taylor Swift'],Major
937,141720999.0,7,0,32,1,61,25,73,104,0,1794,2,"['Drake', '21 Savage']",Major
938,187339835.0,4,22,12,80,31,15,48,110,0,1597,1,['Taylor Swift'],Major
939,198365537.0,5,0,16,1,70,20,77,130,2,1652,2,"['Drake', '21 Savage']",Major
940,186104310.0,5,0,12,97,16,39,34,177,0,1747,1,['Taylor Swift'],Major
941,177503916.0,12,0,15,43,84,55,48,158,0,1715,1,['Taylor Swift'],Major
942,71095708.0,3,33,14,51,44,25,62,114,0,486,2,"['Ludwig Goransson', 'Foudeqush']",Minor
943,112436403.0,20,0,12,0,61,62,93,144,0,1007,2,"['Drake', '21 Savage']",Major
944,203436468.0,3,0,14,0,76,22,54,125,9,481,1,['Jin'],Major
945,93367537.0,32,0,39,4,43,40,85,142,0,1045,1,['Drake'],Minor
946,106249219.0,27,0,25,1,53,11,64,120,0,1060,2,"['Drake', '21 Savage']",Major
947,181382590.0,4,0,8,22,74,55,57,96,0,1274,1,['Taylor Swift'],Major
948,91473363.0,3,0,8,57,39,24,60,144,0,953,1,['Selena Gomez'],Major
949,121871870.0,6,1,12,83,24,7,42,166,0,1180,1,['Taylor Swift'],Major
950,73513683.0,6,0,8,4,67,81,80,92,0,573,2,"['Feid', 'Paulo Londra']",Major
951,133895612.0,5,0,12,8,77,67,82,97,0,1320,3,"['Feid', 'Sech', 'Jhayco']",Major
952,96007391.0,5,0,11,15,67,32,61,90,2,782,1,['Burna Boy'],Minor
